latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
28.4829,49.70847,318.66,3.43,1.74,2022-05-03,1041,A,70,6.1NRT,294.22,92.27,D
28.04468,34.24435,342.1,1.72,1.29,2022-05-03,1041,A,86,6.1NRT,314.51,61.36,D
28.056,34.2416,329.99,1.72,1.29,2022-05-03,1041,A,64,6.1NRT,314.6,21.15,D
30.52699,47.60675,328.19,2.58,1.54,2022-05-03,1041,A,63,6.1NRT,310.45,31.71,D
30.60856,47.32553,327.65,2.48,1.52,2022-05-03,1041,A,62,6.1NRT,310.22,24.45,D
30.60133,47.32132,328.13,2.48,1.52,2022-05-03,1041,A,65,6.1NRT,310.18,26.87,D
30.76153,47.32233,331.1,2.49,1.52,2022-05-03,1043,A,73,6.1NRT,311.89,36.53,D
30.87908,47.3308,333.42,2.5,1.52,2022-05-03,1043,A,77,6.1NRT,312.61,56.06,D
30.87344,47.32386,330.7,2.5,1.52,2022-05-03,1043,A,65,6.1NRT,312.68,40.61,D
31.02759,47.27576,350.11,2.49,1.52,2022-05-03,1043,A,93,6.1NRT,311.94,164.46,D
31.51701,47.73883,328.18,2.71,1.58,2022-05-03,1043,A,53,6.1NRT,302.93,74.1,D
31.6378,47.77938,340.22,2.74,1.58,2022-05-03,1043,A,64,6.1NRT,303.64,142.14,D
31.64238,47.77106,330.45,2.74,1.58,2022-05-03,1043,A,66,6.1NRT,304.09,78.64,D
31.65158,47.51455,331.4,2.63,1.56,2022-05-03,1043,A,73,6.1NRT,308.67,60.44,D
31.67302,47.42936,330.19,2.6,1.55,2022-05-03,1043,A,70,6.1NRT,307.11,54,D
31.76262,46.05074,329.47,2.09,1.41,2022-05-03,1043,A,64,6.1NRT,312.36,29.36,D
31.76434,46.06774,328.48,2.1,1.41,2022-05-03,1043,A,50,6.1NRT,311.38,24.11,D
32.50026,36.02734,327.15,1.15,1.07,2022-05-03,1043,A,61,6.1NRT,313.11,6.7,D
35.7253,44.04609,326.59,1.75,1.3,2022-05-03,1043,A,65,6.1NRT,307.38,20.74,D
35.72352,44.02707,328.67,1.74,1.29,2022-05-03,1043,A,59,6.1NRT,308.01,28.21,D
37.94135,34.60436,315.74,1.11,1.05,2022-05-03,1045,A,47,6.1NRT,296.9,8.08,D
40.57587,33.58941,323.5,1.12,1.06,2022-05-03,1045,A,79,6.1NRT,300.93,15.16,D
41.47774,-8.05018,312.43,4.41,1.93,2022-05-03,1217,T,47,6.1NRT,281.7,88.44,D
41.47701,-8.05913,312.49,4.41,1.93,2022-05-03,1217,T,32,6.1NRT,282.61,82.19,D
-14.99819,-43.42229,313.5,2.84,1.61,2022-05-03,1234,T,67,6.1NRT,294.15,30.62,D
-14.99991,-43.42849,310.56,2.84,1.61,2022-05-03,1234,T,61,6.1NRT,294.8,21.14,D
-17.09256,-44.86285,310.78,3.3,1.72,2022-05-03,1234,T,44,6.1NRT,295.46,31.01,D
-17.08838,-44.86776,311.14,3.3,1.72,2022-05-03,1234,T,17,6.1NRT,295.73,30.8,D
-18.11994,-44.62569,317.76,3.02,1.65,2022-05-03,1234,T,73,6.1NRT,295.9,57.42,D
-18.1256,-44.59629,314.98,3,1.65,2022-05-03,1234,T,69,6.1NRT,295.01,44.95,D
-19.20831,-40.1249,321.57,1.37,1.16,2022-05-03,1234,T,76,6.1NRT,295.6,21.64,D
-20.23652,-40.23904,318.27,1.34,1.15,2022-05-03,1234,T,57,6.1NRT,300.6,11.96,D
-20.24681,-40.24096,319.01,1.34,1.15,2022-05-03,1234,T,56,6.1NRT,300.41,13.22,D
-20.39035,-41.10287,311.5,1.51,1.21,2022-05-03,1234,T,63,6.1NRT,294.27,13.73,D
-20.39434,-41.09491,307.27,1.51,1.21,2022-05-03,1234,T,49,6.1NRT,294.81,9.1,D
-20.43057,-45.70018,313.77,3.23,1.7,2022-05-03,1234,T,69,6.1NRT,294.34,47.94,D
-20.42697,-45.7053,312.01,3.23,1.7,2022-05-03,1234,T,66,6.1NRT,294.44,38.2,D
50.08536,136.52809,300.17,2.24,1.45,2022-05-03,1153,T,20,6.1NRT,273.69,26.57,N
50.09561,136.45456,301.28,2.26,1.46,2022-05-03,1153,T,14,6.1NRT,273.88,26.32,N
50.09354,136.38782,323.19,2.28,1.46,2022-05-03,1153,T,100,6.1NRT,274.7,83.24,N
50.08629,136.35782,302.94,2.29,1.46,2022-05-03,1153,T,49,6.1NRT,272.79,31.45,N
50.09037,136.38318,323.8,2.28,1.46,2022-05-03,1153,T,73,6.1NRT,274.87,81.52,N
50.00687,129.6743,343.77,4.71,1.99,2022-05-03,1153,T,100,6.1NRT,272.74,521.03,N
49.98811,129.61436,329.77,4.75,1.99,2022-05-03,1153,T,100,6.1NRT,270.77,324.95,N
50.00542,129.66823,347.62,4.71,1.99,2022-05-03,1153,T,100,6.1NRT,273.19,592.05,N
49.98647,129.6087,326.96,4.75,1.99,2022-05-03,1153,T,100,6.1NRT,270.18,293.09,N
47.89213,39.80893,317.31,1.47,1.2,2022-05-03,1045,A,52,6.1NRT,304.97,13.67,D
48.68762,38.62191,327.26,1.33,1.14,2022-05-03,1047,A,80,6.1NRT,300.35,29.54,D
48.68579,38.60375,316,1.33,1.14,2022-05-03,1047,A,50,6.1NRT,301.52,11.83,D
48.71907,38.55357,312.78,1.32,1.14,2022-05-03,1047,A,29,6.1NRT,299.12,7.62,D
48.86056,37.8515,317.78,1.24,1.11,2022-05-03,1047,A,41,6.1NRT,299.5,13.09,D
49.03166,38.51836,312.98,1.33,1.14,2022-05-03,1047,A,41,6.1NRT,300.21,11.89,D
49.08193,37.53824,341.69,1.22,1.1,2022-05-03,1047,A,86,6.1NRT,295.43,57.09,D
49.10948,37.51441,319.09,1.22,1.1,2022-05-03,1047,A,45,6.1NRT,292.94,16.91,D
49.20202,36.96285,316.25,1.17,1.07,2022-05-03,1047,A,61,6.1NRT,295.76,14.56,D
49.47425,36.85684,342.8,1.16,1.07,2022-05-03,1047,A,91,6.1NRT,303.64,52.23,D
50.12637,36.14126,327.2,1.12,1.06,2022-05-03,1047,A,76,6.1NRT,298.37,23.94,D
50.01253,31.63576,333.89,1.02,1.01,2022-05-03,1047,A,86,6.1NRT,303.08,25.57,D
51.21509,32.19384,319.96,1,1,2022-05-03,1047,A,75,6.1NRT,300.4,10.69,D
52.54048,39.63382,319.49,1.65,1.26,2022-05-03,1047,A,74,6.1NRT,296.55,28.55,D
53.60331,36.86568,317.59,1.31,1.13,2022-05-03,1047,A,61,6.1NRT,294.52,18.62,D
54.46669,36.78799,311.56,1.33,1.14,2022-05-03,1047,A,67,6.1NRT,292.76,14.36,D
54.71047,38.15324,317.85,1.52,1.22,2022-05-03,1047,A,78,6.1NRT,289.7,25.41,D
54.61648,31.51851,318.31,1.01,1,2022-05-03,1047,A,61,6.1NRT,287.69,14.56,D
55.81881,38.2514,313.11,1.59,1.24,2022-05-03,1047,A,47,6.1NRT,293.77,20.36,D
55.78312,34.17597,306.74,1.14,1.06,2022-05-03,1049,A,59,6.1NRT,279.34,8.25,D
57.07759,28.73134,306.93,1,1,2022-05-03,1049,A,52,6.1NRT,288.8,6.94,D
59.80329,30.51254,305.57,1.05,1.02,2022-05-03,1049,A,62,6.1NRT,284.93,6.8,D
59.80098,30.49422,304.45,1.05,1.02,2022-05-03,1049,A,57,6.1NRT,284.04,6.33,D
6.12017,6.00809,313.21,4.68,1.98,2022-05-03,1353,A,57,6.1NRT,289.37,47.05,D
6.11852,6.00373,312.77,4.68,1.98,2022-05-03,1353,A,54,6.1NRT,289.44,44.24,D
5.02573,-2.42686,310.23,1.1,1.04,2022-05-03,1353,A,55,6.1NRT,276.19,8.45,D
5.02435,-2.43662,309.25,1.09,1.04,2022-05-03,1353,A,50,6.1NRT,276.42,7.33,D
6.17858,5.91223,313.83,4.61,1.97,2022-05-03,1353,A,20,6.1NRT,289.48,46.81,D
5.23097,-1.04261,316.46,1.3,1.13,2022-05-03,1353,A,62,6.1NRT,290.78,9.62,D
5.15582,-2.23047,309.08,1.12,1.05,2022-05-03,1353,A,36,6.1NRT,284.22,5.25,D
4.40344,-7.50958,319.15,1.32,1.14,2022-05-03,1353,A,71,6.1NRT,293.77,15.68,D
4.46126,-7.59639,316.4,1.34,1.15,2022-05-03,1353,A,66,6.1NRT,291.88,12.09,D
4.45949,-7.60829,313.06,1.34,1.15,2022-05-03,1353,A,54,6.1NRT,292.37,8.03,D
4.46545,-7.78218,318.73,1.38,1.16,2022-05-03,1353,A,70,6.1NRT,292.52,15.05,D
4.56272,-7.19349,315.23,1.26,1.11,2022-05-03,1353,A,62,6.1NRT,296.1,8.49,D
5.2921,-2.81358,314.5,1.06,1.03,2022-05-03,1353,A,68,6.1NRT,273.22,12.97,D
6.3321,4.57015,310.28,3.64,1.79,2022-05-03,1353,A,30,6.1NRT,288.53,31.69,D
4.68212,-7.75844,322.56,1.36,1.16,2022-05-03,1353,A,71,6.1NRT,289.23,23.58,D
6.5207,5.05705,312.09,4,1.86,2022-05-03,1353,A,52,6.1NRT,289.31,40.45,D
6.52467,5.05144,313.01,4,1.86,2022-05-03,1353,A,56,6.1NRT,289.26,45.62,D
5.0583,-5.85047,323.15,1.07,1.03,2022-05-03,1353,A,76,6.1NRT,295.25,14.15,D
5.0569,-5.85999,331.2,1.07,1.03,2022-05-03,1353,A,84,6.1NRT,295.34,25.35,D
6.55655,4.90446,321.53,3.9,1.84,2022-05-03,1353,A,74,6.1NRT,289.2,99.58,D
6.5638,4.89596,314.48,3.9,1.84,2022-05-03,1353,A,59,6.1NRT,289.12,51.23,D
4.99355,-7.99253,313.62,1.4,1.17,2022-05-03,1353,A,62,6.1NRT,293.83,11.5,D
5.34112,-5.74667,310.82,1.06,1.03,2022-05-03,1353,A,36,6.1NRT,282.26,7.16,D
5.76181,-5.45379,335.96,1.03,1.01,2022-05-03,1353,A,88,6.1NRT,281.44,33.73,D
6.12453,-7.48547,312.06,1.25,1.11,2022-05-03,1353,A,44,6.1NRT,291.13,9.29,D
6.12435,-8.3141,320.86,1.41,1.18,2022-05-03,1353,A,77,6.1NRT,290.41,21.85,D
6.12058,-8.33933,314.58,1.42,1.18,2022-05-03,1353,A,39,6.1NRT,291.01,11.49,D
6.12914,-8.32029,328.97,1.41,1.18,2022-05-03,1353,A,84,6.1NRT,290.5,35.65,D
6.21598,-8.03179,326.59,1.35,1.15,2022-05-03,1353,A,82,6.1NRT,293.77,28.4,D
6.17298,-8.31414,325.16,1.41,1.18,2022-05-03,1353,A,65,6.1NRT,292.51,26.93,D
6.18346,-8.31574,321.85,1.41,1.18,2022-05-03,1353,A,60,6.1NRT,291.99,21.72,D
6.18156,-8.32822,318.72,1.41,1.18,2022-05-03,1353,A,37,6.1NRT,291.66,16.59,D
6.16418,-8.44262,319.72,1.44,1.19,2022-05-03,1353,A,41,6.1NRT,292.42,20.05,D
6.15636,-8.49398,320.6,1.45,1.19,2022-05-03,1353,A,76,6.1NRT,293.39,25.53,D
6.17475,-8.44421,317.05,1.44,1.19,2022-05-03,1353,A,48,6.1NRT,290.46,15.96,D
6.25212,-8.00064,312.69,1.34,1.15,2022-05-03,1353,A,61,6.1NRT,292.09,8.12,D
6.193,-8.39484,310,1.43,1.18,2022-05-03,1353,A,52,6.1NRT,291.59,7.97,D
6.15589,-8.6412,311.22,1.49,1.2,2022-05-03,1353,A,46,6.1NRT,286.77,13.65,D
6.26903,-8.02779,325.95,1.35,1.15,2022-05-03,1353,A,64,6.1NRT,294.08,25.22,D
6.25831,-8.10009,322.63,1.36,1.16,2022-05-03,1353,A,78,6.1NRT,293.99,21.51,D
6.20264,-8.4748,312,1.45,1.19,2022-05-03,1353,A,62,6.1NRT,291.96,10.69,D
6.19882,-8.4676,311.14,1.44,1.19,2022-05-03,1353,A,53,6.1NRT,290.41,9.49,D
6.27291,-8.05936,319.31,1.35,1.15,2022-05-03,1353,A,74,6.1NRT,294.58,16.67,D
6.27106,-8.07137,323.86,1.35,1.15,2022-05-03,1353,A,79,6.1NRT,294.87,23.94,D
6.01404,-10.09929,309.68,1.92,1.35,2022-05-03,1353,A,59,6.1NRT,285.05,15.66,D
6.30664,-8.50268,319.98,1.45,1.19,2022-05-03,1353,A,74,6.1NRT,293.19,21.57,D
6.24971,-9.23653,325.32,1.64,1.26,2022-05-03,1353,A,56,6.1NRT,281.8,35.3,D
6.26094,-9.23814,315.9,1.64,1.26,2022-05-03,1353,A,65,6.1NRT,281.7,19.47,D
6.44905,-8.05493,319.44,1.34,1.15,2022-05-03,1353,A,56,6.1NRT,297.67,11.64,D
6.22005,-9.58593,315.13,1.74,1.29,2022-05-03,1353,A,53,6.1NRT,287.08,18.62,D
6.21061,-9.64846,320.51,1.76,1.3,2022-05-03,1353,A,50,6.1NRT,286.78,28.98,D
6.44827,-8.04914,316.79,1.34,1.15,2022-05-03,1353,A,54,6.1NRT,296.81,8,D
6.44642,-8.06106,320.05,1.34,1.15,2022-05-03,1353,A,75,6.1NRT,298.16,12.54,D
6.37538,-8.58629,317.97,1.46,1.19,2022-05-03,1353,A,72,6.1NRT,289.59,20.39,D
6.21457,-9.60793,311.07,1.75,1.3,2022-05-03,1353,A,17,6.1NRT,287.24,12.02,D
6.20711,-9.65484,314.75,1.76,1.3,2022-05-03,1353,A,0,6.1NRT,287.62,20.33,D
6.33842,-8.96595,324.14,1.56,1.23,2022-05-03,1353,A,75,6.1NRT,292.25,29.48,D
6.33625,-8.97987,318.45,1.56,1.23,2022-05-03,1353,A,56,6.1NRT,291.38,19.25,D
6.25834,-9.63076,326.51,1.75,1.3,2022-05-03,1353,A,61,6.1NRT,286.44,46.48,D
6.24369,-9.72523,317.24,1.78,1.31,2022-05-03,1353,A,0,6.1NRT,288.12,23.21,D
6.51268,-8.10814,320.58,1.35,1.15,2022-05-03,1353,A,75,6.1NRT,298.79,13.58,D
6.33221,-9.44322,310.64,1.69,1.28,2022-05-03,1353,A,49,6.1NRT,286.78,11.81,D
6.40946,-9.02523,331.75,1.57,1.23,2022-05-03,1353,A,81,6.1NRT,290.11,46.12,D
6.56024,-8.12113,316.77,1.35,1.15,2022-05-03,1353,A,68,6.1NRT,294.83,8.14,D
6.50904,-8.4545,309.67,1.42,1.18,2022-05-03,1353,A,39,6.1NRT,287.17,7.94,D
6.50312,-8.49295,312.57,1.43,1.18,2022-05-03,1353,A,61,6.1NRT,283.38,13.89,D
6.34076,-9.53742,316.03,1.72,1.29,2022-05-03,1353,A,52,6.1NRT,288.1,23.63,D
6.3335,-9.58369,307.44,1.73,1.29,2022-05-03,1353,A,0,6.1NRT,284.05,9.6,D
6.42934,-9.04231,343.71,1.57,1.24,2022-05-03,1353,A,87,6.1NRT,288.03,84.58,D
6.46157,-8.90587,321.53,1.54,1.22,2022-05-03,1353,A,72,6.1NRT,289.8,26.35,D
6.45525,-8.94706,332.71,1.55,1.23,2022-05-03,1353,A,86,6.1NRT,291.49,49.48,D
6.47245,-8.90757,327.95,1.54,1.22,2022-05-03,1353,A,82,6.1NRT,288.55,38.86,D
6.46197,-8.97628,317.59,1.55,1.23,2022-05-03,1353,A,38,6.1NRT,291.68,18.61,D
6.41859,-9.2598,324.34,1.63,1.26,2022-05-03,1353,A,75,6.1NRT,288.13,34.53,D
6.39139,-9.43703,323.36,1.68,1.28,2022-05-03,1353,A,68,6.1NRT,288.64,34.68,D
6.38442,-9.48242,326.2,1.7,1.28,2022-05-03,1353,A,61,6.1NRT,283.37,42.06,D
6.40275,-9.43883,325.66,1.68,1.28,2022-05-03,1353,A,25,6.1NRT,286.55,35.98,D
6.44116,-9.33822,321.59,1.65,1.26,2022-05-03,1353,A,42,6.1NRT,288.3,26.26,D
6.44042,-9.34476,324.19,1.65,1.26,2022-05-03,1353,A,79,6.1NRT,288.36,33.93,D
6.45402,-9.33166,317.06,1.65,1.26,2022-05-03,1353,A,43,6.1NRT,287.47,18.47,D
6.45167,-9.34657,341.57,1.65,1.26,2022-05-03,1353,A,91,6.1NRT,287.78,83.86,D
6.4513,-9.4227,315.59,1.68,1.27,2022-05-03,1353,A,69,6.1NRT,288.3,18.68,D
6.449,-9.43739,313.6,1.68,1.27,2022-05-03,1353,A,65,6.1NRT,286.92,15.66,D
6.44195,-9.48239,313.26,1.69,1.28,2022-05-03,1353,A,62,6.1NRT,286.36,16.92,D
6.54646,-8.88353,309.53,1.53,1.22,2022-05-03,1353,A,35,6.1NRT,285.71,8.5,D
6.48781,-9.26245,310.2,1.63,1.26,2022-05-03,1353,A,38,6.1NRT,289.82,8.69,D
6.48555,-9.27701,323.53,1.63,1.26,2022-05-03,1353,A,78,6.1NRT,288.98,31.9,D
6.5552,-8.89894,327.05,1.53,1.22,2022-05-03,1353,A,82,6.1NRT,284.84,38.84,D
6.49456,-9.29296,327.54,1.64,1.26,2022-05-03,1353,A,44,6.1NRT,288.25,36.79,D
6.49233,-9.30738,318.01,1.64,1.26,2022-05-03,1353,A,13,6.1NRT,285.76,18.51,D
6.40398,-9.87719,313.7,1.82,1.32,2022-05-03,1353,A,62,6.1NRT,290.35,18.8,D
6.49217,-9.38326,319.18,1.66,1.27,2022-05-03,1353,A,44,6.1NRT,289.56,22.74,D
6.56862,-8.95712,320.74,1.54,1.22,2022-05-03,1353,A,74,6.1NRT,288.05,23.45,D
6.56653,-8.97084,320.35,1.55,1.23,2022-05-03,1353,A,71,6.1NRT,290.16,22.64,D
6.52133,-9.26796,324.41,1.63,1.26,2022-05-03,1353,A,50,6.1NRT,288.77,31.76,D
6.50346,-9.38508,325.28,1.66,1.27,2022-05-03,1353,A,76,6.1NRT,288.26,35.5,D
6.53471,-9.25516,338,1.62,1.25,2022-05-03,1353,A,73,6.1NRT,290.06,65.53,D
6.51473,-9.38696,323.37,1.66,1.27,2022-05-03,1353,A,78,6.1NRT,286.59,32.06,D
6.55891,-9.17038,314.68,1.6,1.25,2022-05-03,1353,A,54,6.1NRT,291.39,13.6,D
6.67323,-8.37642,324.65,1.4,1.17,2022-05-03,1353,A,75,6.1NRT,295.32,24.01,D
6.60456,-8.8843,318.37,1.52,1.22,2022-05-03,1353,A,66,6.1NRT,278.1,24.3,D
6.56093,-9.1615,316.34,1.6,1.24,2022-05-03,1353,A,69,6.1NRT,291.9,16.72,D
6.53583,-9.3203,315.85,1.64,1.26,2022-05-03,1353,A,43,6.1NRT,282.84,16.69,D
6.58742,-9.0649,312.13,1.57,1.23,2022-05-03,1353,A,47,6.1NRT,290.45,11.89,D
6.54448,-9.41193,328.43,1.67,1.27,2022-05-03,1353,A,78,6.1NRT,286.56,44.61,D
6.5421,-9.42715,324.84,1.67,1.27,2022-05-03,1353,A,69,6.1NRT,285.12,35.85,D
6.53509,-9.47189,311.11,1.68,1.28,2022-05-03,1353,A,46,6.1NRT,286.28,10.38,D
6.62864,-8.94399,312.09,1.54,1.22,2022-05-03,1353,A,61,6.1NRT,282.74,15.32,D
6.59851,-9.1387,327.65,1.59,1.24,2022-05-03,1353,A,82,6.1NRT,288.22,41.28,D
6.55572,-9.41409,334.3,1.67,1.27,2022-05-03,1353,A,76,6.1NRT,287.27,57.64,D
6.52268,-9.62596,330.7,1.73,1.29,2022-05-03,1353,A,78,6.1NRT,291.22,49.13,D
6.52028,-9.64133,324,1.74,1.29,2022-05-03,1353,A,49,6.1NRT,289.99,31.8,D
6.52214,-9.7053,315.19,1.76,1.3,2022-05-03,1353,A,68,6.1NRT,288.9,18.13,D
6.58061,-9.40279,362.44,1.66,1.27,2022-05-03,1353,A,100,6.1NRT,285.49,185.85,D
6.56896,-9.55455,330.6,1.71,1.28,2022-05-03,1353,A,43,6.1NRT,294.04,42.58,D
6.55721,-9.63125,340.03,1.73,1.29,2022-05-03,1353,A,79,6.1NRT,292.45,76.58,D
6.55485,-9.64661,332.86,1.74,1.29,2022-05-03,1353,A,51,6.1NRT,290.77,51.74,D
6.69664,-8.78869,310.64,1.49,1.21,2022-05-03,1353,A,53,6.1NRT,275.68,15.56,D
6.5804,-9.55622,340.26,1.71,1.28,2022-05-03,1353,A,75,6.1NRT,293.49,71.54,D
6.57806,-9.57164,335.43,1.71,1.28,2022-05-03,1353,A,47,6.1NRT,293.78,55.82,D
6.54727,-9.77362,320.69,1.78,1.31,2022-05-03,1353,A,75,6.1NRT,292.05,29.73,D
6.75961,-8.44119,317.07,1.41,1.18,2022-05-03,1353,A,71,6.1NRT,295.04,14.59,D
6.6686,-9.04881,307.75,1.56,1.23,2022-05-03,1353,A,20,6.1NRT,284.27,8.9,D
6.70217,-8.78256,312.65,1.49,1.21,2022-05-03,1353,A,54,6.1NRT,279.16,16.11,D
6.5807,-9.54755,334.71,1.7,1.28,2022-05-03,1353,A,41,6.1NRT,292.78,52.99,D
6.57825,-9.56284,335.25,1.71,1.28,2022-05-03,1353,A,57,6.1NRT,293.59,55.24,D
6.54345,-9.77993,322.25,1.78,1.31,2022-05-03,1353,A,77,6.1NRT,292.36,31.29,D
6.76729,-8.43613,326.72,1.41,1.17,2022-05-03,1353,A,81,6.1NRT,295.59,27.45,D
6.57257,-9.6721,331.05,1.74,1.29,2022-05-03,1353,A,75,6.1NRT,289.6,48.36,D
6.77852,-8.50222,314.51,1.42,1.18,2022-05-03,1353,A,65,6.1NRT,288.91,12.11,D
6.61727,-9.53809,328.95,1.7,1.28,2022-05-03,1353,A,44,6.1NRT,292.08,38.56,D
6.58332,-9.75393,330.85,1.77,1.3,2022-05-03,1353,A,84,6.1NRT,289.36,52.93,D
6.66785,-9.28834,326.55,1.62,1.25,2022-05-03,1353,A,66,6.1NRT,292.01,34.3,D
6.67901,-9.29016,316.18,1.62,1.25,2022-05-03,1353,A,58,6.1NRT,291.8,15.02,D
6.67677,-9.30467,324.22,1.63,1.26,2022-05-03,1353,A,28,6.1NRT,292.39,27.8,D
6.65176,-9.46627,334.85,1.68,1.27,2022-05-03,1353,A,87,6.1NRT,291.74,58.89,D
6.7666,-8.7926,310.69,1.49,1.21,2022-05-03,1353,A,57,6.1NRT,291.49,9.24,D
6.76457,-8.80591,313.01,1.49,1.21,2022-05-03,1353,A,63,6.1NRT,289.5,12.48,D
6.66308,-9.46807,323.31,1.68,1.27,2022-05-03,1353,A,57,6.1NRT,291.19,27.88,D
6.62779,-9.69688,317.12,1.75,1.3,2022-05-03,1353,A,71,6.1NRT,290.9,21.43,D
6.61326,-9.79088,330.85,1.78,1.31,2022-05-03,1353,A,84,6.1NRT,290.77,56.56,D
6.61081,-9.80673,322.43,1.78,1.31,2022-05-03,1353,A,77,6.1NRT,290.61,35.16,D
6.67211,-9.48491,325.63,1.68,1.27,2022-05-03,1353,A,51,6.1NRT,290.61,30.73,D
6.67657,-9.5319,322.65,1.69,1.28,2022-05-03,1353,A,66,6.1NRT,291.65,26.71,D
6.66732,-9.59269,327.91,1.71,1.28,2022-05-03,1353,A,45,6.1NRT,293.5,35.95,D
6.64612,-9.7317,330.19,1.76,1.3,2022-05-03,1353,A,84,6.1NRT,290.03,52,D
6.64373,-9.74737,321.66,1.76,1.3,2022-05-03,1353,A,76,6.1NRT,289.15,31.28,D
6.75371,-9.0979,312.94,1.57,1.23,2022-05-03,1353,A,32,6.1NRT,291.32,9.8,D
6.66673,-9.58206,328.63,1.71,1.28,2022-05-03,1353,A,15,6.1NRT,293.73,36.12,D
6.64204,-9.73604,334.62,1.76,1.3,2022-05-03,1353,A,87,6.1NRT,289.61,65.67,D
6.75433,-9.10314,313.72,1.57,1.23,2022-05-03,1353,A,56,6.1NRT,291.7,11.64,D
6.68516,-9.83976,318.19,1.79,1.31,2022-05-03,1353,A,72,6.1NRT,294.52,25.16,D
6.7832,-9.28181,314.06,1.62,1.25,2022-05-03,1353,A,63,6.1NRT,292.6,13.89,D
6.79224,-9.37245,323.91,1.64,1.26,2022-05-03,1353,A,68,6.1NRT,284.09,35.7,D
6.81662,-9.28709,326.42,1.62,1.25,2022-05-03,1353,A,72,6.1NRT,287.69,35.03,D
6.83046,-9.13628,308.8,1.57,1.24,2022-05-03,1353,A,39,6.1NRT,288.21,6.61,D
6.79177,-9.37929,324.96,1.64,1.26,2022-05-03,1353,A,48,6.1NRT,283.19,35.43,D
6.81906,-9.27968,321.31,1.61,1.25,2022-05-03,1353,A,32,6.1NRT,287.3,22.65,D
6.747,-9.80741,327.38,1.77,1.3,2022-05-03,1353,A,82,6.1NRT,293.82,42.75,D
6.86129,-9.15541,314.29,1.58,1.24,2022-05-03,1353,A,66,6.1NRT,290.64,13.39,D
6.76109,-9.79361,321.21,1.77,1.3,2022-05-03,1353,A,62,6.1NRT,291.3,27.09,D
6.75861,-9.80931,360.58,1.77,1.3,2022-05-03,1353,A,100,6.1NRT,293.69,185.3,D
6.75611,-9.82511,327.74,1.78,1.31,2022-05-03,1353,A,63,6.1NRT,293.23,41.27,D
6.71495,-10.08516,316.48,1.86,1.33,2022-05-03,1353,A,70,6.1NRT,294.26,18.61,D
6.71232,-10.10177,318.2,1.87,1.34,2022-05-03,1353,A,72,6.1NRT,293.37,22.64,D
6.70967,-10.11843,343.42,1.87,1.34,2022-05-03,1353,A,92,6.1NRT,292.39,105.14,D
6.86576,-9.19932,315.18,1.59,1.24,2022-05-03,1353,A,67,6.1NRT,290.39,15.75,D
6.75524,-9.90659,322.69,1.8,1.32,2022-05-03,1353,A,68,6.1NRT,295.53,30.69,D
6.75019,-9.93868,320.02,1.81,1.32,2022-05-03,1353,A,20,6.1NRT,295.44,24.02,D
6.74765,-9.95482,322.02,1.82,1.32,2022-05-03,1353,A,70,6.1NRT,295.02,30.7,D
6.78187,-9.81277,317.48,1.77,1.3,2022-05-03,1353,A,30,6.1NRT,292.73,19.56,D
6.75687,-9.97292,344.14,1.82,1.32,2022-05-03,1353,A,93,6.1NRT,295.64,103.89,D
6.72827,-10.15567,319.73,1.89,1.34,2022-05-03,1353,A,57,6.1NRT,291.13,25.59,D
6.72562,-10.17253,326.4,1.89,1.34,2022-05-03,1353,A,81,6.1NRT,291.4,43.27,D
7.37061,-5.98219,319.44,1.04,1.02,2022-05-03,1353,A,75,6.1NRT,301.02,6.88,D
6.92607,-8.95355,316.38,1.52,1.22,2022-05-03,1353,A,69,6.1NRT,294.16,15.95,D
6.7376,-10.17438,322.75,1.89,1.34,2022-05-03,1353,A,77,6.1NRT,292.27,35.52,D
6.76761,-10.05954,317.16,1.85,1.33,2022-05-03,1353,A,70,6.1NRT,293.96,20.43,D
6.76509,-10.07588,319.73,1.86,1.33,2022-05-03,1353,A,74,6.1NRT,292.52,26.1,D
6.77695,-10.07781,317.76,1.86,1.33,2022-05-03,1353,A,31,6.1NRT,294.11,19.78,D
6.80396,-9.9803,329.63,1.82,1.32,2022-05-03,1353,A,84,6.1NRT,294.59,49.15,D
6.84044,-9.79511,319.47,1.76,1.3,2022-05-03,1353,A,52,6.1NRT,290.25,31.28,D
6.81261,-9.96993,321.7,1.82,1.32,2022-05-03,1353,A,43,6.1NRT,293.55,35.04,D
6.80999,-9.98637,321.03,1.82,1.32,2022-05-03,1353,A,55,6.1NRT,291.19,33.63,D
6.92494,-9.48091,326.77,1.66,1.27,2022-05-03,1353,A,81,6.1NRT,294.28,42.11,D
6.81409,-10.1911,316.66,1.89,1.34,2022-05-03,1353,A,69,6.1NRT,283.52,29.4,D
6.90123,-9.70916,313.82,1.73,1.29,2022-05-03,1353,A,57,6.1NRT,275.21,23.28,D
6.89885,-9.72448,316.46,1.74,1.29,2022-05-03,1353,A,65,6.1NRT,281.77,28.37,D
6.96106,-9.47142,319.71,1.66,1.27,2022-05-03,1353,A,62,6.1NRT,289.73,28.74,D
7.00953,-9.2272,330.9,1.59,1.24,2022-05-03,1353,A,85,6.1NRT,296.28,43.71,D
